1.232960149645805359e-01,1.233229786157608032e-01,1.232351884245872498e-01,1.235205084085464478e-01,1.233172565698623657e-01,1.233784854412078857e-01,1.235097944736480713e-01,1.235338822007179260e-01,1.232298165559768677e-01,1.233625411987304688e-01,1.234506368637084961e-01,1.235808283090591431e-01,1.238304153084754944e-01,1.238069161772727966e-01,1.238673478364944458e-01,1.237766891717910767e-01
1.232298240065574646e-01,1.233566328883171082e-01,1.234208941459655762e-01,1.234709396958351135e-01,1.230205520987510681e-01,1.233631297945976257e-01,1.235199347138404846e-01,1.231963187456130981e-01,1.232081502676010132e-01,1.234809458255767822e-01,1.236268505454063416e-01,1.238491684198379517e-01,1.236750483512878418e-01,1.234903708100318909e-01,1.237137019634246826e-01,1.236408129334449768e-01
1.231878846883773804e-01,1.231522858142852783e-01,1.233727335929870605e-01,1.233913376927375793e-01,1.232808381319046021e-01,1.231982707977294922e-01,1.234440132975578308e-01,1.234269514679908752e-01,1.235544681549072266e-01,1.235592663288116455e-01,1.235664561390876770e-01,1.234344318509101868e-01,1.233024597167968750e-01,1.234248057007789612e-01,1.237655431032180786e-01,1.237404122948646545e-01
1.231687963008880615e-01,1.231464371085166931e-01,1.233690455555915833e-01,1.232448816299438477e-01,1.233305558562278748e-01,1.233521774411201477e-01,1.236060410737991333e-01,1.234945505857467651e-01,1.234192699193954468e-01,1.232616975903511047e-01,1.232246533036231995e-01,1.233268529176712036e-01,1.232283934950828552e-01,1.236686557531356812e-01,1.236809939146041870e-01,1.237371936440467834e-01
1.231322363018989563e-01,1.231640353798866272e-01,1.233603954315185547e-01,1.231984272599220276e-01,1.234988123178482056e-01,1.232590079307556152e-01,1.234455779194831848e-01,1.233318746089935303e-01,1.232509613037109375e-01,1.231132075190544128e-01,1.232829019427299500e-01,1.231789886951446533e-01,1.233538761734962463e-01,1.235315203666687012e-01,1.235867291688919067e-01,1.238013431429862976e-01
1.235200688242912292e-01,1.234089136123657227e-01,1.233836635947227478e-01,1.232132911682128906e-01,1.232694089412689209e-01,1.231669262051582336e-01,1.232215836644172668e-01,1.231601834297180176e-01,1.232105940580368042e-01,1.229389458894729614e-01,1.231064572930335999e-01,1.231529116630554199e-01,1.235236451029777527e-01,1.234921067953109741e-01,1.234547048807144165e-01,1.236198097467422485e-01
1.232759803533554077e-01,1.235672533512115479e-01,1.234083250164985657e-01,1.232700943946838379e-01,1.233629956841468811e-01,1.233292445540428162e-01,1.231850013136863708e-01,1.231103539466857910e-01,1.230825036764144897e-01,1.232888102531433105e-01,1.231945604085922241e-01,1.232111752033233643e-01,1.234322413802146912e-01,1.235375404357910156e-01,1.234667375683784485e-01,1.235534399747848511e-01
1.234729290008544922e-01,1.234519258141517639e-01,1.233752071857452393e-01,1.231467127799987793e-01,1.231416165828704834e-01,1.232929155230522156e-01,1.231082081794738770e-01,1.233209967613220215e-01,1.231199651956558228e-01,1.232498735189437866e-01,1.234293729066848755e-01,1.234192475676536560e-01,1.233754754066467285e-01,1.235198304057121277e-01,1.236820369958877563e-01,1.235379949212074280e-01
1.234716996550559998e-01,1.233823299407958984e-01,1.235212087631225586e-01,1.230920851230621338e-01,1.233035549521446228e-01,1.232832297682762146e-01,1.235285177826881409e-01,1.233456209301948547e-01,1.231466755270957947e-01,1.231710091233253479e-01,1.232669949531555176e-01,1.234480962157249451e-01,1.235315725207328796e-01,1.234950125217437744e-01,1.235925629734992981e-01,1.238155141472816467e-01
1.232057213783264160e-01,1.234147325158119202e-01,1.234051585197448730e-01,1.233184114098548889e-01,1.235862672328948975e-01,1.232631132006645203e-01,1.233804896473884583e-01,1.232259944081306458e-01,1.232397556304931641e-01,1.231441199779510498e-01,1.232072040438652039e-01,1.234806478023529053e-01,1.235493868589401245e-01,1.237075328826904297e-01,1.234996542334556580e-01,1.238967627286911011e-01
1.230608895421028137e-01,1.232023388147354126e-01,1.231622472405433655e-01,1.232904940843582153e-01,1.234887167811393738e-01,1.231716945767402649e-01,1.233410462737083435e-01,1.233587116003036499e-01,1.232376396656036377e-01,1.230807229876518250e-01,1.232161745429039001e-01,1.233943477272987366e-01,1.235922947525978088e-01,1.236086264252662659e-01,1.234448030591011047e-01,1.237664371728897095e-01
1.233056858181953430e-01,1.231018751859664917e-01,1.232492849230766296e-01,1.230971738696098328e-01,1.234248504042625427e-01,1.233139932155609131e-01,1.232277154922485352e-01,1.232992559671401978e-01,1.232433244585990906e-01,1.232530549168586731e-01,1.231114044785499573e-01,1.235407963395118713e-01,1.236264705657958984e-01,1.236432269215583801e-01,1.238037496805191040e-01,1.237592697143554688e-01
1.234270408749580383e-01,1.232716590166091919e-01,1.232180818915367126e-01,1.230807006359100342e-01,1.231563314795494080e-01,1.232241317629814148e-01,1.230654194951057434e-01,1.231696233153343201e-01,1.232514455914497375e-01,1.231582239270210266e-01,1.232394650578498840e-01,1.233175024390220642e-01,1.235574632883071899e-01,1.235710382461547852e-01,1.235941424965858459e-01,1.237690001726150513e-01
1.233257427811622620e-01,1.233868598937988281e-01,1.230835318565368652e-01,1.233121529221534729e-01,1.230678409337997437e-01,1.234103515744209290e-01,1.231501847505569458e-01,1.231554001569747925e-01,1.234907209873199463e-01,1.233701407909393311e-01,1.232943534851074219e-01,1.232940629124641418e-01,1.235761344432830811e-01,1.236403062939643860e-01,1.235378533601760864e-01,1.235622838139533997e-01
1.232823058962821960e-01,1.229864135384559631e-01,1.232044547796249390e-01,1.233232170343399048e-01,1.229860633611679077e-01,1.230853796005249023e-01,1.228969618678092957e-01,1.233943998813629150e-01,1.233791187405586243e-01,1.233519688248634338e-01,1.232239231467247009e-01,1.236284896731376648e-01,1.236453354358673096e-01,1.236613318324089050e-01,1.235489696264266968e-01,1.235478296875953674e-01
1.231512874364852905e-01,1.231359317898750305e-01,1.232502907514572144e-01,1.232310757040977478e-01,1.230042427778244019e-01,1.232227161526679993e-01,1.230599880218505859e-01,1.234988942742347717e-01,1.233419850468635559e-01,1.232652068138122559e-01,1.233645305037498474e-01,1.235888823866844177e-01,1.238323748111724854e-01,1.237695142626762390e-01,1.237034648656845093e-01,1.238817349076271057e-01
