3.915901854634284973e-02,3.996473550796508789e-02,3.931447863578796387e-02,3.831196576356887817e-02,3.865182399749755859e-02,3.920007869601249695e-02,3.869576379656791687e-02,3.858089447021484375e-02,3.895949572324752808e-02,3.853848204016685486e-02,3.818456083536148071e-02,3.853246569633483887e-02,3.834217041730880737e-02,3.877612948417663574e-02,3.860878571867942810e-02,3.854542598128318787e-02
3.843753039836883545e-02,3.936167061328887939e-02,3.963742777705192566e-02,3.848293051123619080e-02,3.807916864752769470e-02,3.872377797961235046e-02,3.915587812662124634e-02,3.837802633643150330e-02,3.901384770870208740e-02,3.875913098454475403e-02,3.864594548940658569e-02,3.845433145761489868e-02,3.843421116471290588e-02,3.897973522543907166e-02,3.825583308935165405e-02,3.782334551215171814e-02
3.861978277564048767e-02,3.926750645041465759e-02,3.974793106317520142e-02,3.854751959443092346e-02,3.754340484738349915e-02,3.853498026728630066e-02,3.862659260630607605e-02,3.842550516128540039e-02,3.887722641229629517e-02,3.832754492759704590e-02,3.833745419979095459e-02,3.786455839872360229e-02,3.840112686157226562e-02,3.792753815650939941e-02,3.834456950426101685e-02,3.789178282022476196e-02
3.901260718703269958e-02,3.913041204214096069e-02,3.951858356595039368e-02,3.828851878643035889e-02,3.812518343329429626e-02,3.830860555171966553e-02,3.833650052547454834e-02,3.837059810757637024e-02,3.869003802537918091e-02,3.882127255201339722e-02,3.826366364955902100e-02,3.775267302989959717e-02,3.864963352680206299e-02,3.891014307737350464e-02,3.926092386245727539e-02,3.870157897472381592e-02
3.907687962055206299e-02,3.918179869651794434e-02,3.951331973075866699e-02,3.867879137396812439e-02,3.767482936382293701e-02,3.808263689279556274e-02,3.816332668066024780e-02,3.778524696826934814e-02,3.769820928573608398e-02,3.781110420823097229e-02,3.826657310128211975e-02,3.802666068077087402e-02,3.896543011069297791e-02,3.938243910670280457e-02,3.935049101710319519e-02,3.866307064890861511e-02
3.888405859470367432e-02,3.881262987852096558e-02,3.925352171063423157e-02,3.883417695760726929e-02,3.763966634869575500e-02,3.729613870382308960e-02,3.824552521109580994e-02,3.760808706283569336e-02,3.756612539291381836e-02,3.764887154102325439e-02,3.753493726253509521e-02,3.714664652943611145e-02,3.853568434715270996e-02,3.882225602865219116e-02,3.930878639221191406e-02,3.906586021184921265e-02
3.889067843556404114e-02,3.917831555008888245e-02,3.898926824331283569e-02,3.887411952018737793e-02,3.793635964393615723e-02,3.781155124306678772e-02,3.808720782399177551e-02,3.732055425643920898e-02,3.705593571066856384e-02,3.782202675938606262e-02,3.763623163104057312e-02,3.705566376447677612e-02,3.812511265277862549e-02,3.842869400978088379e-02,3.911528736352920532e-02,3.901072964072227478e-02
3.901673108339309692e-02,3.884723037481307983e-02,3.887209668755531311e-02,3.912438079714775085e-02,3.812120482325553894e-02,3.840547800064086914e-02,3.760637342929840088e-02,3.779747337102890015e-02,3.732977434992790222e-02,3.805377706885337830e-02,3.820509836077690125e-02,3.745549917221069336e-02,3.853744268417358398e-02,3.887842968106269836e-02,4.013036936521530151e-02,3.904205933213233948e-02
3.848460689187049866e-02,3.882842138409614563e-02,3.916429355740547180e-02,3.916022181510925293e-02,3.828631713986396790e-02,3.777747601270675659e-02,3.862402960658073425e-02,3.771146014332771301e-02,3.722304850816726685e-02,3.840115293860435486e-02,3.843550011515617371e-02,3.848743438720703125e-02,3.834803774952888489e-02,3.880308195948600769e-02,3.994382172822952271e-02,3.975286707282066345e-02
3.845247998833656311e-02,3.799474239349365234e-02,3.870344534516334534e-02,3.958719223737716675e-02,3.871058300137519836e-02,3.800653293728828430e-02,3.789815679192543030e-02,3.833547979593276978e-02,3.790041059255599976e-02,3.823998570442199707e-02,3.870292752981185913e-02,3.876668587327003479e-02,3.849841654300689697e-02,3.848648443818092346e-02,3.922709077596664429e-02,4.023079574108123779e-02
3.814794123172760010e-02,3.828122094273567200e-02,3.873218968510627747e-02,3.933383524417877197e-02,3.876074776053428650e-02,3.890924528241157532e-02,3.999306634068489075e-02,3.956971317529678345e-02,3.791235759854316711e-02,3.843600675463676453e-02,3.870023787021636963e-02,3.852806612849235535e-02,3.873076662421226501e-02,3.841484710574150085e-02,3.849280998110771179e-02,3.948465362191200256e-02
3.809378668665885925e-02,3.853107988834381104e-02,3.894811123609542847e-02,3.962496295571327209e-02,3.953723981976509094e-02,3.962031006813049316e-02,3.972133994102478027e-02,3.858690708875656128e-02,3.697651624679565430e-02,3.841935470700263977e-02,3.890915587544441223e-02,3.873969987034797668e-02,3.932657837867736816e-02,3.873217850923538208e-02,3.837298601865768433e-02,3.903504461050033569e-02
