1.595009598531760275e-05,1.447371687390841544e-05,1.548469663248397410e-05,1.187590260087745264e-05,1.606431032996624708e-05,1.619840622879564762e-05,1.713657729851547629e-05,1.722138404147699475e-05,1.907925798150245100e-05,1.984242044272832572e-05,1.806363252399023622e-05,1.951840386027470231e-05,2.060468250419944525e-05,2.126033541571814567e-05,2.180788033001590520e-05,2.081243292195722461e-05,2.130607936123851687e-05,1.606779551366344094e-05,2.223922638222575188e-05,2.148009843949694186e-05
1.227896427735686302e-05,1.394196715409634635e-05,1.386147232551593333e-05,1.591414184076711535e-05,1.522512775409268215e-05,2.082108039758168161e-05,1.762207466526888311e-05,2.032984957622829825e-05,2.275580118293873966e-05,1.815661562432069331e-05,1.593105662323068827e-05,1.951676313183270395e-05,1.950999467226210982e-05,2.120959834428504109e-05,1.971472556761000305e-05,1.897382753668352962e-05,1.972378959180787206e-05,1.567363324284087867e-05,2.008055162150412798e-05,2.044321445282548666e-05
1.277289629797451198e-05,1.170852829091018066e-05,1.641056769585702568e-05,1.655480082263238728e-05,1.410796267009573057e-05,1.698265259619802237e-05,1.766610330378171057e-05,2.212754770880565047e-05,2.214423329860437661e-05,1.912283369165379554e-05,1.710703691060189158e-05,2.221255999756976962e-05,2.442861841700505465e-05,1.807518310670275241e-05,1.794991112546995282e-05,1.805563806556165218e-05,2.119454802596010268e-05,2.046175723080523312e-05,2.128495725628454238e-05,1.636222077650018036e-05
1.808868000807706267e-05,1.419932959834113717e-05,1.809914101613685489e-05,1.777701618266291916e-05,1.807298940548207611e-05,1.724133835523389280e-05,2.213441439380403608e-05,2.256908373965416104e-05,2.147851591871585697e-05,2.503027099010068923e-05,2.104583472828380764e-05,2.136811235686764121e-05,2.362815030210185796e-05,2.274065627716481686e-05,1.971517122001387179e-05,1.734289980959147215e-05,1.938804780365899205e-05,1.969221921171993017e-05,2.054391734418459237e-05,1.405600232828874141e-05
1.937602246471215039e-05,1.618428905203472823e-05,1.886731843114830554e-05,1.497174980613635853e-05,1.941700793395284563e-05,1.903096381283830851e-05,2.040360050159506500e-05,2.071534800052177161e-05,1.812996742955874652e-05,2.294557452842127532e-05,2.128060259565245360e-05,2.156608570658136159e-05,2.409694207017309964e-05,1.962623355211690068e-05,1.971452911675442010e-05,1.290361979044973850e-05,1.992122633964754641e-05,2.181478339480236173e-05,2.173328357457648963e-05,1.884621269709896296e-05
2.112989568558987230e-05,1.365555453958222643e-05,1.525286552350735292e-05,2.174034489144105464e-05,2.163046337955165654e-05,2.435421993141062558e-05,2.254041100968606770e-05,1.652371065574698150e-05,2.540999958000611514e-05,2.368657806073315442e-05,2.364107604080345482e-05,2.205530108767561615e-05,2.413373113085981458e-05,1.561883982503786683e-05,1.968447759281843901e-05,1.789358248061034828e-05,2.316605059604626149e-05,2.192953434132505208e-05,1.870219057309441268e-05,2.034075987467076629e-05
1.972703648789320141e-05,1.040487677528290078e-05,1.680297100392635912e-05,2.081991988234221935e-05,2.250476973131299019e-05,2.292991121066734195e-05,2.442605909891426563e-05,2.350288923480547965e-05,2.367004708503372967e-05,2.045239489234518260e-05,1.606199475645553321e-05,2.141037475666962564e-05,2.226204196631442755e-05,2.278642568853683770e-05,2.241293805127497762e-05,2.287161987624131143e-05,1.928928941197227687e-05,2.125985702150501311e-05,2.038095772149972618e-05,1.904442615341395140e-05
1.828673703130334616e-05,1.119977241614833474e-05,1.885374149424023926e-05,1.788120789569802582e-05,2.392233363934792578e-05,2.359440622967667878e-05,2.264858449052553624e-05,2.505974589439574629e-05,2.331528412469197065e-05,2.524244155210908502e-05,1.886985774035565555e-05,2.255290200992021710e-05,2.246574513264931738e-05,2.386645610386040062e-05,2.215821768913883716e-05,2.905877408920787275e-05,2.356857476115692407e-05,2.670148205652367324e-05,2.596299782453570515e-05,2.215033237007446587e-05
1.551358946016989648e-05,1.612519372429233044e-05,2.272152232762891799e-05,2.028334893111605197e-05,1.434930618415819481e-05,2.288081122969742864e-05,2.346238215977791697e-05,2.517447137506678700e-05,2.369340472796466202e-05,2.731500171648804098e-05,2.242566733912099153e-05,2.533077895350288600e-05,2.337498335691634566e-05,1.830102519306819886e-05,2.499236688890960068e-05,1.850405897130258381e-05,1.982473077077884227e-05,2.498796675354242325e-05,2.346742621739394963e-05,2.543168375268578529e-05
1.940439506142865866e-05,2.033995588135439903e-05,1.979618173209019005e-05,1.935953878273721784e-05,1.708261879684869200e-05,2.492153180355671793e-05,2.462416523485444486e-05,3.117625965387560427e-05,2.053027492365799844e-05,2.468129241606220603e-05,2.161103657272178680e-05,2.500276787031907588e-05,2.836484236468095332e-05,2.493663487257435918e-05,2.343387677683494985e-05,2.550952922319993377e-05,2.013407174672465771e-05,2.462452175677753985e-05,2.653563024068716913e-05,2.412318644928745925e-05
