Pollutant,LAT,LONG
HCHO,17.5275,78.3225
HCHO,17.3125,78.5825
HCHO,17.5925,78.3675
HCHO,17.4725,78.30251
HCHO,17.3375,78.3875
HCHO,17.6625,78.6175
HCHO,17.5825,78.3825
HCHO,17.4275,78.60751
HCHO,17.5825,78.3775
HCHO,17.5275,78.5825
HCHO,17.3325,78.3625
HCHO,17.5325,78.5825
HCHO,17.4675,78.7925
HCHO,17.4275,78.3075
HCHO,17.4275,78.3125
HCHO,17.4225,78.6025
HCHO,17.5325,78.6875
HCHO,17.5325,78.3375
HCHO,17.5375,78.41251
HCHO,17.5225,78.3625
HCHO,17.6625,78.62251
HCHO,17.6225,78.5725
HCHO,17.4575,78.3075
HCHO,17.3125,78.5925
HCHO,17.5875,78.3775
HCHO,17.5925,78.3875
HCHO,17.3775,78.3925
HCHO,17.5025,78.30251
HCHO,17.3175,78.6025
HCHO,17.4925,78.8325
HCHO,17.5125,78.5975
HCHO,17.3175,78.5975
HCHO,17.4025,78.2975
HCHO,17.4175,78.6275
HCHO,17.5875,78.3875
HCHO,17.5875,78.3825
HCHO,17.5225,78.9025
HCHO,17.3125,78.66251
HCHO,17.2975,78.60751
HCHO,17.5025,78.8825
HCHO,17.5375,78.5675
HCHO,17.3175,78.66251
