LAT,LON
17.4875,78.3075
17.4775,78.3275
17.4525,78.3425
17.4575,78.3425
17.3725,78.3775
17.3875,78.3825
17.3875,78.3875
17.4225,78.3875
17.3225,78.3925
17.3275,78.3925
17.3775,78.3925
17.4225,78.3925
17.3075,78.3975
17.3125,78.3975
17.3775,78.3975
17.4725,78.3975
17.4775,78.3975
17.3075,78.4025
17.3125,78.4025
17.3175,78.4025
17.3725,78.4025
17.4725,78.4025
17.4825,78.4025
17.3175,78.4075
17.3675,78.4075
17.3725,78.4075
17.3675,78.41251
17.5325,78.4225
17.5375,78.4225
17.5375,78.4475
17.3075,78.4525
17.4875,78.4675
17.4875,78.4725
17.4925,78.4725
17.4925,78.4775
17.4975,78.4775
17.5025,78.48251
17.5025,78.4875
17.3175,78.5025
17.3225,78.5025
17.3175,78.5075
17.3225,78.5075
17.3375,78.5075
17.3225,78.5125
17.3275,78.5125
17.5125,78.5225
17.5175,78.5225
17.5275,78.5225
17.5075,78.5275
17.4975,78.5325
17.5175,78.5325
17.3875,78.5675
17.3575,78.5725
17.3625,78.5725
17.3625,78.5775
17.3225,78.5825
17.3575,78.5825
17.3625,78.5825
17.3575,78.5875
17.4575,78.5925
17.4175,78.60751
17.4125,78.6125
17.4125,78.6175
17.2575,78.8425
17.5225,78.9025
17.4875,78.3075
17.4625,78.3375
17.4525,78.3425
17.4575,78.3425
17.3325,78.37251
17.3725,78.3775
17.3825,78.3775
17.3875,78.3775
17.3875,78.3825
17.5475,78.3825
17.3175,78.3875
17.3875,78.3875
17.4225,78.3875
17.3225,78.3925
17.3275,78.3925
17.3775,78.3925
17.3925,78.3925
17.4225,78.3925
17.4275,78.3925
17.3125,78.3975
17.3775,78.3975
17.4725,78.3975
17.4775,78.3975
17.5375,78.3975
17.3175,78.4025
17.3725,78.4025
17.4725,78.4025
17.4775,78.4025
17.4825,78.4025
17.5375,78.4025
17.3175,78.4075
17.3675,78.4075
17.3725,78.4075
17.3675,78.41251
17.5375,78.4175
17.3475,78.4375
17.3475,78.4425
17.3475,78.4475
17.5375,78.4475
17.3075,78.4525
17.4825,78.4575
17.4875,78.4725
17.4925,78.4725
17.5275,78.4725
17.4925,78.4775
17.4975,78.4775
17.5025,78.48251
17.4975,78.4875
17.5025,78.4875
17.3175,78.5025
17.3225,78.5025
17.3175,78.5075
17.3225,78.5075
17.3275,78.5075
17.3375,78.5075
17.3225,78.5125
17.3275,78.5125
17.5125,78.5225
17.5175,78.5225
17.5275,78.5225
17.5075,78.5275
17.5275,78.5275
17.4975,78.5325
17.5175,78.5325
17.5225,78.5325
17.3875,78.5675
17.3575,78.5725
17.3625,78.5725
17.3575,78.5775
17.3625,78.5775
17.3575,78.5825
17.3625,78.5825
17.3575,78.5875
17.4175,78.6125
17.4125,78.6175
17.5125,78.8975
17.3875,78.3175
17.3875,78.3225
17.5175,78.3225
17.4775,78.3275
17.5225,78.3375
17.4525,78.3425
17.5125,78.3475
17.5225,78.3625
17.3825,78.37251
17.3725,78.3775
17.3775,78.3775
17.3825,78.3775
17.3875,78.3775
17.3875,78.3825
17.5375,78.3825
17.5425,78.3825
17.5475,78.3825
17.3175,78.3875
17.3225,78.3875
17.3875,78.3875
17.3225,78.3925
17.3775,78.3925
17.4225,78.3925
17.3075,78.3975
17.3125,78.3975
17.3775,78.3975
17.4725,78.3975
17.4775,78.3975
17.3075,78.4025
17.3175,78.4025
17.3725,78.4025
17.4725,78.4025
17.4775,78.4025
17.4825,78.4025
17.5375,78.4025
17.3175,78.4075
17.3225,78.4075
17.3675,78.4075
17.3725,78.4075
17.3675,78.41251
17.5375,78.4175
17.3425,78.4425
17.3475,78.4475
17.5375,78.4475
17.3075,78.4525
17.4875,78.4675
17.4875,78.4725
17.4925,78.4725
17.5275,78.4725
17.4875,78.4775
17.4925,78.4775
17.4975,78.4775
17.5025,78.48251
17.5025,78.4875
17.5175,78.4875
17.3175,78.5025
17.3225,78.5025
17.3175,78.5075
17.3225,78.5075
17.3275,78.5075
17.3375,78.5075
17.3225,78.5125
17.3275,78.5125
17.5125,78.5225
17.5175,78.5225
17.5275,78.5225
17.5075,78.5275
17.5275,78.5275
17.4975,78.5325
17.5175,78.5325
17.5225,78.5325
17.5275,78.5325
17.5175,78.53751
17.5225,78.53751
17.6225,78.5625
17.3875,78.5675
17.6225,78.5675
17.3575,78.5725
17.3625,78.5725
17.3875,78.5725
17.3625,78.5775
17.3825,78.5775
17.3575,78.5825
17.3625,78.5825
17.4575,78.5925
17.4825,78.60751
17.4075,78.6125
17.4125,78.6125
17.4175,78.6125
17.4125,78.6175
17.5125,78.8975
17.5225,78.9025
17.4875,78.3075
17.5175,78.3225
17.4775,78.3275
17.5375,78.3325
17.4375,78.3375
17.4425,78.3375
17.5275,78.3375
17.4525,78.3425
17.4825,78.3425
17.4575,78.3475
17.5125,78.3475
17.4575,78.35751
17.3825,78.3625
17.5225,78.3625
17.3825,78.3675
17.3725,78.37251
17.3825,78.37251
17.3725,78.3775
17.3775,78.3775
17.3825,78.3775
17.3875,78.3775
17.5375,78.3775
17.5775,78.3775
17.3875,78.3825
17.5375,78.3825
17.5425,78.3825
17.5475,78.3825
17.3175,78.3875
17.3325,78.3875
17.3875,78.3875
17.4225,78.3875
17.3275,78.3925
17.3775,78.3925
17.3925,78.3925
17.4225,78.3925
17.3125,78.3975
17.3775,78.3975
17.4725,78.3975
17.4775,78.3975
17.5375,78.3975
17.3075,78.4025
17.3175,78.4025
17.3275,78.4025
17.3725,78.4025
17.4725,78.4025
17.4825,78.4025
17.5375,78.4025
17.3175,78.4075
17.3225,78.4075
17.3675,78.4075
17.3725,78.4075
17.3175,78.41251
17.3675,78.41251
17.5375,78.4175
17.5375,78.4225
17.3425,78.4425
17.3475,78.4475
17.5375,78.4475
17.3075,78.4525
17.4875,78.4675
17.4875,78.4725
17.4925,78.4725
17.5275,78.4725
17.4875,78.4775
17.4925,78.4775
17.4975,78.4775
17.5025,78.48251
17.5025,78.4875
17.3175,78.5025
17.3225,78.5025
17.3175,78.5075
17.3225,78.5075
17.3375,78.5075
17.3225,78.5125
17.3275,78.5125
17.5125,78.5225
17.5175,78.5225
17.5275,78.5225
17.5075,78.5275
17.5275,78.5275
17.4975,78.5325
17.5175,78.5325
17.5225,78.5325
17.5175,78.53751
17.3625,78.5675
17.3875,78.5675
17.6225,78.5675
17.3575,78.5725
17.3625,78.5725
17.3875,78.5725
17.3575,78.5775
17.3625,78.5775
17.3825,78.5775
17.3575,78.5825
17.3625,78.5825
17.3675,78.5825
17.4475,78.5925
17.4575,78.5925
17.4175,78.60751
17.4125,78.6125
17.4175,78.6125
17.5225,78.9025
17.4875,78.3075
17.3975,78.3225
17.5175,78.3225
17.4525,78.3425
17.4575,78.3425
17.4575,78.3475
17.4575,78.35751
17.3825,78.3775
17.3875,78.3775
17.5375,78.3775
17.3325,78.3825
17.3875,78.3825
17.5425,78.3825
17.5475,78.3825
17.3875,78.3875
17.4225,78.3875
17.3775,78.3925
17.4225,78.3925
17.4275,78.3925
