3.045583616767544299e-05,2.804753239615820348e-05,2.985245919262524694e-05,2.763683914963621646e-05,2.949669578811153769e-05,2.887597111111972481e-05,3.065848432015627623e-05,2.880238753277808428e-05,3.048178041353821754e-05,3.157989340252242982e-05,3.266999192419461906e-05,3.428988566156476736e-05,3.314718924229964614e-05,3.264899351052008569e-05,2.870897151296958327e-05,2.722902536334004253e-05,2.802807648549787700e-05,2.772780499071814120e-05,2.811149170156568289e-05,2.751342981355264783e-05
3.200463470420800149e-05,2.877102815546095371e-05,2.844699520210269839e-05,2.984282764373347163e-05,3.039219336642418057e-05,2.921883242379408330e-05,3.001876393682323396e-05,2.926786874013487250e-05,3.036622547369915992e-05,3.070360253332182765e-05,3.191250289091840386e-05,3.211402508895844221e-05,3.405976531212218106e-05,3.323649434605613351e-05,2.980069439217913896e-05,2.865204623958561569e-05,2.945906817330978811e-05,2.783091440505813807e-05,2.803059942380059510e-05,2.739148476393893361e-05
3.197059049853123724e-05,3.128665775875560939e-05,2.957985634566284716e-05,2.948926339740864933e-05,2.972463698824867606e-05,2.999467687914147973e-05,3.111975820502266288e-05,3.184103479725308716e-05,3.282675243099220097e-05,2.915889854193665087e-05,2.972183210658840835e-05,3.089773235842585564e-05,3.419289350858889520e-05,3.216770710423588753e-05,2.920095903391484171e-05,2.923668398580048233e-05,2.753181252046488225e-05,2.718630275921896100e-05,2.617972495499998331e-05,2.615163248265162110e-05
3.120943802059628069e-05,3.225852196919731796e-05,3.016756636498030275e-05,3.216268305550329387e-05,3.269534499850124121e-05,3.161326822009868920e-05,3.250973168178461492e-05,3.301004471722990274e-05,3.472824755590409040e-05,2.821157067955937237e-05,3.126956289634108543e-05,2.919467442552559078e-05,3.203755113645456731e-05,2.989879976666998118e-05,2.861600842152256519e-05,2.537302680138964206e-05,2.794425745378248394e-05,2.753471926553174853e-05,2.696634510357398540e-05,2.649397902132477611e-05
3.165797534165903926e-05,2.985345417982898653e-05,3.118216045550070703e-05,3.384661977179348469e-05,3.599870979087427258e-05,3.373297295183874667e-05,3.252281021559610963e-05,3.333278436912223697e-05,3.388279219507239759e-05,3.150166958221234381e-05,3.094708517892286181e-05,2.590866461105179042e-05,3.016017944901250303e-05,3.057653520954772830e-05,2.806518568831961602e-05,2.723218676692340523e-05,2.776316432573366910e-05,2.556880099291447550e-05,2.647149995027575642e-05,2.633854819578118622e-05
3.155931335641071200e-05,3.154637306579388678e-05,3.345808727317489684e-05,3.506252323859371245e-05,3.580912743927910924e-05,3.564156213542446494e-05,3.596834358177147806e-05,3.386364187463186681e-05,3.590698906918987632e-05,3.372968058101832867e-05,3.161120912409387529e-05,3.144921356579288840e-05,2.879296334867831320e-05,2.724512160057201982e-05,2.704152575461193919e-05,2.817782296915538609e-05,2.671069887583144009e-05,2.826520722010172904e-05,2.711335582716856152e-05,2.774500353552866727e-05
3.192056828993372619e-05,3.338391252327710390e-05,3.536836811690591276e-05,3.542437480064108968e-05,3.866268525598570704e-05,3.641063085524365306e-05,4.039214036311022937e-05,3.841329089482314885e-05,3.785826993407681584e-05,3.932554318453185260e-05,3.449497307883575559e-05,3.322030170238576829e-05,2.976583709823898971e-05,3.032080894627142698e-05,2.805547956086229533e-05,2.849941301974467933e-05,2.865999704226851463e-05,2.955558193207252771e-05,2.782938645395915955e-05,2.936708369816187769e-05
3.482215834083035588e-05,3.634125096141360700e-05,4.116346462978981435e-05,3.732709592441096902e-05,3.908223516191355884e-05,4.060852370457723737e-05,4.354674092610366642e-05,3.940192618756555021e-05,4.150441964156925678e-05,4.099590660189278424e-05,3.582200588425621390e-05,3.169488627463579178e-05,3.072901381528936327e-05,3.111894693574868143e-05,2.842221147147938609e-05,2.706232226046267897e-05,2.894562203437089920e-05,2.862551627913489938e-05,3.061191455344669521e-05,3.007054510817397386e-05
3.972920603700913489e-05,4.135882045375183225e-05,4.246132084517739713e-05,4.312532473704777658e-05,4.350827657617628574e-05,4.377929144538938999e-05,4.929208807880058885e-05,4.596225699060596526e-05,4.586158320307731628e-05,4.206398807582445443e-05,3.781574196182191372e-05,3.205147731932811439e-05,3.223657040507532656e-05,3.131817356916144490e-05,2.944414336525369436e-05,2.790654980344697833e-05,3.019288305949885398e-05,3.037540591321885586e-05,3.233053212170489132e-05,3.041949094040319324e-05
4.123862163396552205e-05,4.218739195493981242e-05,4.377735604066401720e-05,4.634240031009539962e-05,5.313879955792799592e-05,5.527414759853854775e-05,5.791350849904119968e-05,5.808684727526269853e-05,5.263086495688185096e-05,4.313150566304102540e-05,4.016588718513958156e-05,3.224187457817606628e-05,3.251097950851544738e-05,3.059059963561594486e-05,2.856648461602162570e-05,2.823608338076155633e-05,3.075664062635041773e-05,3.345551158417947590e-05,3.230575748602859676e-05,2.761997529887594283e-05
4.013097350252792239e-05,4.272058868082240224e-05,4.949120921082794666e-05,5.379964204621501267e-05,5.829142901347950101e-05,6.784919969504699111e-05,6.924353510839864612e-05,6.605243834201246500e-05,5.971176506136544049e-05,4.685546446125954390e-05,4.528017234406434000e-05,3.582410863600671291e-05,3.364543954376131296e-05,3.046005440410226583e-05,3.118366657872684300e-05,3.360113623784855008e-05,3.101769470958970487e-05,3.138876854791305959e-05,2.984731690958142281e-05,2.753197077254299074e-05
4.244685260346159339e-05,4.805163189303129911e-05,5.555688403546810150e-05,5.842559403390623629e-05,6.755611684639006853e-05,7.674688094994053245e-05,8.104935841402038932e-05,7.715069659752771258e-05,6.636984471697360277e-05,5.247105218586511910e-05,5.035175126977264881e-05,4.211288251099176705e-05,3.430214565014466643e-05,3.271019522799178958e-05,3.200257560820318758e-05,3.306947110104374588e-05,3.602257129386998713e-05,3.397089676582254469e-05,2.838432010321412235e-05,2.729707011894788593e-05
4.566702045849524438e-05,5.003432306693866849e-05,5.472872726386412978e-05,6.120194302638992667e-05,7.109870784915983677e-05,8.049351163208484650e-05,8.803067612461745739e-05,8.731753041502088308e-05,7.617085793754085898e-05,6.030224540154449642e-05,5.643548138323239982e-05,4.709231507149524987e-05,3.586628372431732714e-05,3.459205981926061213e-05,3.569117689039558172e-05,3.383775401744060218e-05,3.530142930685542524e-05,3.373880826984532177e-05,2.684974060684908181e-05,2.745499477896373719e-05
